Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
disagrees: condition,"Value 4.75 kJ/m2 is right, but Notch reads ""Unnotched"" and the sheet does not say so: ""Charpy Impact strenght 2.75J GB/T 1843 4.75"" names the standard (and the hammer) and nothing about a notch. 4.75 kJ/m2 is a notched-range figure for a carbon-filled PLA. The same assertion is made on every Eryone impact row in this read (V005094, V005122) and on V009310 in b20; the sheets never print it.",claude-second-read,V005082,b09,Eryone,PLA-CF,Impact strength,Not applicable,4.75 kJ/m2,4.75 kJ/m²,2.75J GB/T 1843,p. 2: Charpy Impact strenght 2.75J GB/T 1843 kJ/m2,R-ERYONE-eryone-pla-cf-tds,https://file.globalso.com/file_manage/3828/20250903/eryone-pla-cf-tds.pdf,.cache/sources/by-sha/d33c444403567130e6d114afece01e0eefddc422e2a1e914bea2445f76f9a8c7.pdf,
agree,,claude-second-read,V005465,b09,Flashforge,PLACF10,Tensile modulus,XY,1100-1300 Mpa,1.1 GPa,ISO 527,p. 1: Modulus of Elasticity (X-Y) ISO 527 Mpa,D-FLASH-PLA-CF-TDS-EN,https://after-support.flashforge.jp/uploads/datasheet/tds/PLA_CF_TDS_EN.pdf,.cache/sources/by-sha/f38a4c115ec6914ac7fecafe9ccff88b02f2bdecf13bdb18f610cf20c22811de.pdf,
agree,,claude-second-read,V004887,b09,Eryone,ASA-CF,Flexural strength,Unstated,60.1 MPa,60.1 MPa,2mm/min GB/T 9341,p. 2: Bending strength 2mm/min GB/T 9341 MPa,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--41b571,https://hub.globalso.com/b/file_manager_downLoad?path=/file_manage/3828/20250903/eryone-asa-cf-tds.pdf,.cache/sources/by-sha/41b5719ab31f82e0dcdd9441874566201f91a398472b25d648bbd2cc1875c6bd.pdf,
disagrees: condition,"Value 3.3-4.6 KJ/m2 is right, but Notch reads ""Unnotched"" and the sheet does not say so: ""Izod Impact Strength (X-Y) ISO 180 KJ/m2 3.3~4.6"" names the standard (and the hammer) and nothing about a notch. ISO 180 covers both /1A notched and /1U unnotched and this sheet names neither; 3.3-4.6 kJ/m2 is a notched-range figure for a PLA.",claude-second-read,V005436,b09,Flashforge,PLA Crystal,Izod impact strength,XY,3.3-4.6 KJ/m2,3.3 kJ/m²,ISO 180,p. 1: Izod Impact Strength (X-Y) ISO 180 KJ/m2,D-FLASH-PLA-Crystal-TDS-EN,https://after-support.flashforge.jp/uploads/datasheet/tds/PLA_Crystal_TDS_EN.pdf,.cache/sources/by-sha/e8560873ef75c73ff11ed551d91902fdbf6975de5c647a2beb7fdad0b0be364a.pdf,
agree,,claude-second-read,V005545,b09,Fiberlogy,FiberFlex Aero,Tensile break strength,Unstated,28 MPa,28 MPa,ASTM D638,p. 1: Tensile Strength @ Break ASTM D638 MPa,R-FIBERLOGY-FIBERLOGY-FIBERFLEX-AERO-TDS-1,https://fiberlogy.com/app/uploads/2026/08/FIBERLOGY_FIBERFLEX-AERO_TDS-1.pdf,.cache/sources/by-sha/f25e6f601d3ba3b2f41f227e4b6297719544843f69c6b1235c1e9d0bcef04ef3.pdf,
agree,,claude-second-read,V004931,b09,Eryone,Hyper-Speed PLA,Density,Not applicable,1.24 g/cm³,1240 kg/m³,g/cm³ at 21.5 ° C) ASTM D792 ISO 1183 GB/T 1033,"p. 1: Density(g/cm³ at 21.5 ° C) ASTM D792 (ISO 1183, GB/T 1033) g/cm³",R-ERYONE-eryone-hs-pla-tds,https://file.globalso.com/file_manage/3828/20250903/eryone-hs-pla-tds.pdf,.cache/sources/by-sha/6fb8d4f48e1ee7992d83c1939dc0d1b6c18a6846ea19ece48bbae87d54829c48.pdf,
agree,,claude-second-read,V005248,b09,Flashforge,PPA-CF,Surface resistivity,Not applicable,10^3 Ω,1000 Ω,IEC 60093,p. 2: Surface Resistance IEC 60093 Ω,D-FLASH-PPA-CF-TDS-EN,https://after-support.flashforge.jp/uploads/datasheet/tds/PPA_CF_TDS_EN.pdf,.cache/sources/by-sha/403113302f1a5401ba2e680e2131069c971610eb3d3170718a536029eb8a6813.pdf,
agree,,claude-second-read,V005787,b09,colorFabb,PLA-HP,Tensile strain at strength,Unstated,2.07 %,2.07 %,ISO 527,p. 1: Tensile strain at tensile strength %,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-5210c3,https://3d.nice-cdn.com/upload/file/TDS_E_ColorFabb_PLA-HP.pdf,.cache/sources/by-sha/5210c315281e63b30071dbe6d80ac70eb8ab244218254f1e48ae89dcbeea752b.pdf,
agree,,claude-second-read,V005084,b09,Eryone,Glow in the dark PLA,Vicat softening temperature,Not applicable,54 ℃,54 °C,ASTM D1525 ISO 306 GB/T 1633,p. 1: Vicat Softening Temperature(° C) ASTM D1525 (ISO 306 GB/T 1633) ℃,R-ERYONE-eryone-glow-in-the-dark-pla-tds,https://file.globalso.com/file_manage/3828/20250903/eryone-glow-in-the-dark-pla-tds.pdf,.cache/sources/by-sha/edb6b42f3d1b638158809831ae1e5b005deffd9c5af599dc69fb7b7889df6ade.pdf,
agree,,claude-second-read,V005957,b09,colorFabb,varioShore 85A,Hardness,Not applicable,33,33 Shore D,ISO 7619-1,p. 1: Shore hardness ISO 7619-1,R-COLORFABB-TDS-varioShore-TPU85A,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/TPU/colorFabb%20varioShore%20TPU%2085A/TDS_varioShore_TPU85A.pdf,.cache/sources/by-sha/b68e8d6f66aa189424f420ae2691490679a7d9391a7158b52c32bf5e20891fe4.pdf,
agree,,claude-second-read,V005568,b09,Fabru / purefil,Polyethylenterephthalat Typ G (PETG),Tensile yield strength,Unstated,50 MPa,50 MPa,ASTM D638,p. 1: Streckspannung (ASTM D638),R-FABRU-PUREFIL-2186-Materialdatenblatt-PETG-purefil,https://cdn02.plentyone.com/pvdtyofq45f2/propertyItems/2186%2FMaterialdatenblatt+PETG+purefil.pdf,.cache/sources/by-sha/15c8650f50809e390e40828a5670955e0418bc05cc5f446158839d441644b7f4.pdf,
agree,,claude-second-read,V005647,b09,Fabru / purefil,Thermoplastic polyurethane (TPU),Elongation at break,Unstated,470 %,470 %,ASTM D638,p. 1: Elongation at break (ASTM D638),R-FABRU-PUREFIL-241-Material-data-sheet-TPU-53D-purefil,https://cdn02.plentyone.com/pvdtyofq45f2/propertyItems/241%2FMaterial+data+sheet+TPU+53D+purefil.pdf,.cache/sources/by-sha/a1b56f11a74479ebb256dfeac5a6811da68de628644ce4d407219a372119cda5.pdf,
