table,record,action,field,before,after
coverage,C00005,Edited,Status,Gap,Superseded
coverage,C00005,Edited,Manufacturer count,2,Not applicable
coverage,C00005,Edited,Finding,2 distinct manufacturer(s) documented against target 3. Eryone PETG-GF (G025-02) added 2026-09-13 as the representative grade.,"Superseded by C01274 (2026-09-20; was ""Gap""): 2 distinct manufacturer(s) documented against target 3. Eryone PETG-GF (G025-02) added 2026-09-13 as the representative grade."
coverage,C00040,Edited,Status,Gap,Superseded
coverage,C00040,Edited,Manufacturer count,1,Not applicable
coverage,C00040,Edited,Finding,"1 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.","Superseded by C01278 (2026-09-20; was ""Gap""): 1 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations."
coverage,C01231,Edited,Status,Resolved,Superseded
coverage,C01231,Edited,Manufacturer count,4,Not applicable
coverage,C01231,Edited,Finding,"4 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added.","Superseded by C01276 (2026-09-20; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
coverage,C01238,Edited,Status,Resolved,Superseded
coverage,C01238,Edited,Manufacturer count,4,Not applicable
coverage,C01238,Edited,Finding,"4 distinct manufacturer(s) documented against target 3: BASF Forward AM, DSM, Fabru / purefil, Kimya. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added.","Superseded by C01270 (2026-09-20; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: BASF Forward AM, DSM, Fabru / purefil, Kimya. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
coverage,C01247,Edited,Status,Resolved,Superseded
coverage,C01247,Edited,Manufacturer count,3,Not applicable
coverage,C01247,Edited,Finding,"3 distinct manufacturer(s) documented against target 3: Fillamentum, FormFutura, Spectrum. Recounted 2026-09-19 (m76-batch-b10) after the grades this batch added.","Superseded by C01275 (2026-09-20; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: Fillamentum, FormFutura, Spectrum. Recounted 2026-09-19 (m76-batch-b10) after the grades this batch added."
coverage,C01255,Edited,Status,Resolved,Superseded
coverage,C01255,Edited,Manufacturer count,17,Not applicable
coverage,C01255,Edited,Finding,"17 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01272 (2026-09-20; was ""Resolved""): 17 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01257,Edited,Status,Resolved,Superseded
coverage,C01257,Edited,Manufacturer count,5,Not applicable
coverage,C01257,Edited,Finding,"5 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Flashforge, eSUN, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01271 (2026-09-20; was ""Resolved""): 5 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Flashforge, eSUN, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01263,Edited,Status,Resolved,Superseded
coverage,C01263,Edited,Manufacturer count,3,Not applicable
coverage,C01263,Edited,Finding,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, Braskem, Prusa Research. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01277 (2026-09-20; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: 3DXTECH, Braskem, Prusa Research. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01267,Edited,Status,Resolved,Superseded
coverage,C01267,Edited,Manufacturer count,5,Not applicable
