Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
disagrees: condition,"Value and standard are right, but Specimen type is ""Not published (do not assume printed)"" and the sheet says what the specimens are, in the disclaimer column of the page the Locator names: ""Values in this document are average values, measured and calculated according to the instructions in the listed standards. The used specimens are produced with the Fused Filament Fabrication method."" 42 of the 93 BASF rows in the table are ""Printed specimen"" and 45 are not, on sheets that all carry this sentence.",claude-second-read,V007699,b14,BASF Forward AM,Ultrafuse PET CF15,Vicat softening temperature,Not applicable,203 °C,203 °C,50 N ISO 306,p. 5: Vicat softening point at 50 N ISO 306,R-BASF-ExtendedTDS-Ultrafuse-PET-CF15-V1-4,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PET_CF15_V1.4.pdf?v=6346964912300524181,.cache/sources/by-sha/9ddb21a98d783d3aef02d065d757729f624e3451740ba3eb8504296d09c4c7f3.pdf,
agree,,claude-second-read,V007587,b14,Spectrum,THE FILAMENT PETG,Tensile break strength,Unstated,46.9 MPa,46.9 MPa,D 638,p. 1: Tensile Stress at Break,S-SPECTRUM-EN-TDS-The-Filament-PETG,https://3d.nice-cdn.com/upload/file/EN_TDS_The_Filament_PETG.pdf,.cache/sources/by-sha/57b2560bee8d5c88dceb53facd40282bb82943caf8b2e2d62239d7bd6d4f2612.pdf,
agree,,claude-second-read,V007681,b14,Nanovia,ABS CF,Density,Not applicable,1.05 g/cm3,1050 kg/m³,ISO 1183,p. 1: Density,R-NANOVIA-ABS-CF,https://nanovia.tech/en/ref/nanovia-abs-cf/,.cache/sources/by-sha/9432da1949e748295c4ab53e5ec828831c23380347022a9b5143a4ce3715d811.html,
disagrees: standard,"Value 228 °C is right, but Standards and Standard / load read ""Not published"". The sheet names the method in its Testing Methods column on the row itself: ""Melting Temperature DSC, 10 °C/min 228 °C"". DSC is a value of the repo vocabulary (""Differential scanning calorimetry, where the source names the method but no standard"") and 72 melting-temperature rows in the table carry it.",claude-second-read,V007833,b14,Bambu Lab,PC,Melting temperature,Not applicable,228 °C,228 °C,Not published,"p. 2: Melting Temperature DSC, 10 °C/min",B-PC-Bambu-PC-Technical-Data-Sheet,https://3d.nice-cdn.com/upload/file/Bambu_PC_Technical_Data_Sheet.pdf,.cache/sources/by-sha/f0d45692b13f8b602267c0ca40db67d496ad74487681ec67e98a2df9e5b6af7c.pdf,
disagrees: condition,"Value and standard are right, but Specimen type is ""Not published (do not assume printed)"" and the sheet says what the specimens are, in the disclaimer column of the page the Locator names: ""Values in this document are average values, measured and calculated according to the instructions in the listed standards. The used specimens are produced with the Fused Filament Fabrication method."" 42 of the 93 BASF rows in the table are ""Printed specimen"" and 45 are not, on sheets that all carry this sentence.",claude-second-read,V007701,b14,BASF Forward AM,Ultrafuse PET CF15,Glass transition temperature,Not applicable,79 °C,79 °C,ISO 11357-2,p. 5: Glass Transition ISO 11357-2,R-BASF-ExtendedTDS-Ultrafuse-PET-CF15-V1-4,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PET_CF15_V1.4.pdf?v=6346964912300524181,.cache/sources/by-sha/9ddb21a98d783d3aef02d065d757729f624e3451740ba3eb8504296d09c4c7f3.pdf,
disagrees: condition,"The value 2.4 % is printed, but neither condition is recorded and the sheet prints both. The Flexural Properties table on p. 6 has the column heading ""XY- XZ- ZX- Direction Direction Direction"" and two rows: ""Flexural Elongation at Break conditioned ISO 178 No break 3.6 % 4.0 %"" and ""Flexural Elongation at Break dry ISO 178 2.4 % 2.8 % 1.8 %"". 2.4 % is the dry, XY-direction value; the row holds Direction ""Unstated"" and Moisture state not-stated. The same reader took the dry/conditioned split correctly on the flexural modulus rows just above (V007628 conditioned, V007629 dry). The row's own Parse review says the sheet ""names no column"", which it does.",claude-second-read,V007631,b14,BASF Forward AM,Ultrafuse PAHT CF15,Flexural elongation at break,Unstated,2.4 %,2.4 %,ISO 178,p. 6: Flexural Elongation at Break ISO 178,R-BASF-ExtendedTDS-Ultrafuse-PAHT-CF15-V1-5,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PAHT_CF15_V1.5.pdf?v=16940645321858837534,.cache/sources/by-sha/7175ed4ad9be45056e60acd9e13dad42576aac1818e80de32c0ed96e8d59f915.pdf,
agree,,claude-second-read,V007738,b14,Bambu Lab,PLA Tough+,Melt mass-flow rate,Not applicable,18.0 ± 2.5 g/10 min,18 g/10 min,210 °C 2.16 kg,"p. 2: Melt Index 210 °C, 2.16 kg",B-PC-new-Bambu-PLA-Tough-Technical-Data-Sheet,https://3d.nice-cdn.com/upload/file/new_Bambu_PLA_Tough_Technical_Data_Sheet.pdf,.cache/sources/by-sha/b71340d09d13a5c78080a4831787f6768c631ded42344aaa7274ce9542263c8a.pdf,
agree,,claude-second-read,V007592,b14,Spectrum,THE FILAMENT PETG,HDT,Not applicable,70 °C,70 °C,D 648,p. 1: Heat Deflection Temperature,S-SPECTRUM-EN-TDS-The-Filament-PETG,https://3d.nice-cdn.com/upload/file/EN_TDS_The_Filament_PETG.pdf,.cache/sources/by-sha/57b2560bee8d5c88dceb53facd40282bb82943caf8b2e2d62239d7bd6d4f2612.pdf,
agree,,claude-second-read,V007826,b14,FormFutura,HDglass,Tensile modulus,Unstated,1940 Mpa,1.94 GPa,ISO 527,p. 1: Tensile modulus,S-PET-tds-hdglass,https://3d.nice-cdn.com/upload/file/tds-hdglass.pdf,.cache/sources/by-sha/ee00477687b43ea2016d76ad624bd9138e1cedeea4adb164c2101eac6b5212f7.pdf,
agree,,claude-second-read,V007594,b14,FormFutura,Volcano PLA 150C,Tensile yield strength,Unstated,43 MPa,43 MPa,ISO 527,p. 1: Tensile strength at yield,S-PET-TDS-Volcano-PLA-150C,https://3d.nice-cdn.com/upload/file/TDS_-_Volcano_PLA_150C.pdf,.cache/sources/by-sha/58c00d7eedec0418933e45a79f49e2e58b245a26b29c5033ef5560e2e6ea0211.pdf,
agree,,claude-second-read,V007725,b14,Nanovia,PC V0,Dielectric strength,Not applicable,30 kV/mm,30 kV/mm,ASTM D149,p. 1: Dielectric strength,R-NANOVIA-PC,https://nanovia.tech/en/ref/nanovia-pc-v0/,.cache/sources/by-sha/ad2e728da7ec83e225ec3cad2ea913f6e93cd656bc112ab3e303bb95368bf394.html,
agree,,claude-second-read,V007517,b14,Nanovia,TPU 70D,Hardness,Not applicable,70,70 Shore D,Not published,p. 1: Hardness Shore,R-NANOVIA-TPU-70D,https://nanovia.tech/en/ref/nanovia-tpu-70d/,.cache/sources/by-sha/1f5c11655a6b6d04a4bca03b9cf0fcd9368afa251ca3bd6938deca843424d4b3.html,
disagrees: condition,"Value 42.2 cm3/10 min and ISO 1133 are right, but the melt-flow condition is gone. The sheet prints ""Melt Volume-Flow Rate (MVR) ISO 1133 42.2 cm3/10 min (275 °C, 5 kg)""; Standard / load holds only ""ISO 1133"" and Test temperature is ""Not published"". An MVR without its temperature and load is not comparable; the same batch kept it on the Bambu sheet (V007738, ""210 °C 2.16 kg"", Test temperature 210°C). The sheet also says ""The used specimens are produced with the Fused Filament Fabrication method."" while Specimen type is ""Not published (do not assume printed)"".",claude-second-read,V007640,b14,BASF Forward AM,Ultrafuse PAHT CF15,Melt volume-flow rate,Not applicable,42.2 cm3/10 min,42.2 cm³/10 min,ISO 1133,p. 7: Melt Volume-Flow Rate ISO 1133,R-BASF-ExtendedTDS-Ultrafuse-PAHT-CF15-V1-5,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PAHT_CF15_V1.5.pdf?v=16940645321858837534,.cache/sources/by-sha/7175ed4ad9be45056e60acd9e13dad42576aac1818e80de32c0ed96e8d59f915.pdf,
agree,,claude-second-read,V007784,b14,Bambu Lab,PETG Translucent,Water absorption,Not applicable,0.30 %,0.3 %,25 °C 55% RH,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH",B-PC-Bambu-PETG-Translucent-Technical-Data-Sheet,https://3d.nice-cdn.com/upload/file/Bambu_PETG_Translucent_Technical_Data_Sheet.pdf,.cache/sources/by-sha/c10469d003d22c496a7f6d05912f7d28583c72d2208a869cd0b1bf07fc780901.pdf,
agree,,claude-second-read,V007540,b14,Spectrum,PET-G Premium High Speed,Flexural modulus,Unstated,2000 MPa,2 GPa,D 790,p. 1: Flexural Modulus,S-SPECTRUM-EN-TDS-Spectrum-PETG-Premium-High-Speed,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PETG_Premium_High_Speed.pdf,.cache/sources/by-sha/381da6f85f6108db33746910077236e36b17e9187b71c6070b04b8b7e8db725a.pdf,
agree,,claude-second-read,V007748,b14,Bambu Lab,PLA Tough+,Tensile strength (endpoint unspecified),Z,20.9 ± 1 MPa,20.9 MPa,ISO 527 GB/T 1040,"p. 2: Tensile Strength (Z) ISO 527, GB/T 1040",B-PC-new-Bambu-PLA-Tough-Technical-Data-Sheet,https://3d.nice-cdn.com/upload/file/new_Bambu_PLA_Tough_Technical_Data_Sheet.pdf,.cache/sources/by-sha/b71340d09d13a5c78080a4831787f6768c631ded42344aaa7274ce9542263c8a.pdf,
agree,,claude-second-read,V007719,b14,SIDDAMENT,PETG CF V2s,Impact strength,Not applicable,8.5 Kj/m2,8.5 kJ/m²,Not published,p. 1: Impact Strength,S-PCGF-PETG-CF-v2,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PETG_CF_v2.pdf?v=1714049413,.cache/sources/by-sha/aca22afd0761b9e65eae4358007b056112511df55e76a8e2c0b78bf7aca1d7bd.pdf,
agree,,claude-second-read,V007676,b14,FormFutura,Bulk PETG,Elongation at yield,Unstated,6 %,6 %,23°C 50mm/min ASTM D638,"p. 2: Elongation at yield (23°C, 50mm/min)",S-PET-TDS-Bulk-PETG,https://3d.nice-cdn.com/upload/file/TDS_-_Bulk_PETG.pdf,.cache/sources/by-sha/88d4ca7e5810e3c2d15f7c621f45ac00bcdbf37f620ed8b04c7bd9570ec9b1fd.pdf,
agree,,claude-second-read,V007847,b14,Bambu Lab,PC,Flexural strength,XY,108 ± 4 MPa,108 MPa,ISO 178 GB/T 9341,"p. 2: Bending Strength (X-Y) ISO 178, GB/T 9341",B-PC-Bambu-PC-Technical-Data-Sheet,https://3d.nice-cdn.com/upload/file/Bambu_PC_Technical_Data_Sheet.pdf,.cache/sources/by-sha/f0d45692b13f8b602267c0ca40db67d496ad74487681ec67e98a2df9e5b6af7c.pdf,
agree,,claude-second-read,V007736,b14,Nanovia,PC-PTFE,Charpy strength,Not applicable,12 kJ/m2,12 kJ/m²,ISO 179-1eA,p. 1: Charpy (notched),R-NANOVIA-PC-PTFE,https://nanovia.tech/en/ref/nanovia-pc-ptfe/,.cache/sources/by-sha/b03786673755ba6327e4e287a947cfb0a9a38ac54e1d4b9c9fcc2431543b7150.html,
agree,,claude-second-read,V007482,b14,Nanovia,PC-ABS Rail,Izod impact strength,Not applicable,20 kJ/m²,20 kJ/m²,ISO 180/1A,p. 1: IZOD (Notched),R-NANOVIA-PC-ABS-Rail,https://nanovia.tech/en/ref/nanovia-pc-abs-rail/,.cache/sources/by-sha/0528ce0b1d607e50501cd1e4a117fe1072d1001e6cd897593779655f3c9d42a8.html,
agree,,claude-second-read,V007577,b14,FormFutura,Bulk PLA,Elongation at break,Unstated,"5,5 %",5.5 %,ASTM D882,p. 1: Tensile elongation at break,S-PET-TDS-Bulk-PLA,https://3d.nice-cdn.com/upload/file/TDS_-_Bulk_PLA.pdf,.cache/sources/by-sha/51f38dd8143e9829abec960f1e524cc3c498bd5a7e482e865be31aa5363ec410.pdf,
disagrees: condition,"Value and standard are right, but Specimen type is ""Not published (do not assume printed)"" and the sheet says what the specimens are, in the disclaimer column of the page the Locator names: ""Values in this document are average values, measured and calculated according to the instructions in the listed standards. The used specimens are produced with the Fused Filament Fabrication method."" 42 of the 93 BASF rows in the table are ""Printed specimen"" and 45 are not, on sheets that all carry this sentence.",claude-second-read,V007638,b14,BASF Forward AM,Ultrafuse PAHT CF15,Crystallization temperature,Not applicable,180 °C,180 °C,ISO 11357-3,p. 7: Crystallization Temperature ISO 11357-3,R-BASF-ExtendedTDS-Ultrafuse-PAHT-CF15-V1-5,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PAHT_CF15_V1.5.pdf?v=16940645321858837534,.cache/sources/by-sha/7175ed4ad9be45056e60acd9e13dad42576aac1818e80de32c0ed96e8d59f915.pdf,
disagrees: value not on the sheet,"The sheet does not publish a Vicat softening temperature for this product. It prints ""Vicat softening temperature - ISO 306"" - a dash - and the 100 °C the row holds is a different row of the same column, ""Temperature resistance 100 °C"", which is the maker's own service-temperature claim and names no standard. The row's own Locator shows the join: ""p. 1: Vicat softening temperature - ISO 306 Temperature resistance Chemical properties Typical Value"". This is a measurement of a property the document does not report.",claude-second-read,V007775,b14,Fillamentum,OBC 905,Vicat softening temperature,Not applicable,100 °C,100 °C,Not published,p. 1: Vicat softening temperature - ISO 306 Temperature resistance Chemical properties Typical Value,R-FILLAMENTUM-TDS-OBC-905-EN-07102022-FI,https://fillamentum.com/wp-content/uploads/2022/11/TDS_OBC-905_EN_07102022_FI.pdf,.cache/sources/by-sha/c04d642ddc257c757ab51ef849e6017d6ba02d32b5bf05403739b53b6ab37a96.pdf,
agree,,claude-second-read,V007614,b14,FormFutura,EasyFil PET,Tensile break strength,Unstated,74 Mpa,74 MPa,23°C 50mm/min ISO 527,"p. 1: Tensile strength at break (23°C, 50mm/min)",S-PET-TDS-EasyFil-PET,https://3d.nice-cdn.com/upload/file/TDS_-_EasyFil_PET.pdf,.cache/sources/by-sha/5b4358db555a800a836055b9d102256896f2052013df7b280928eb5635e51dcb.pdf,
agree,,claude-second-read,V007776,b14,Fillamentum,OBC 905,Density,Not applicable,0.905 g/cm3,905 kg/m³,ISO 1183,p. 1: Material density,R-FILLAMENTUM-TDS-OBC-905-EN-07102022-FI,https://fillamentum.com/wp-content/uploads/2022/11/TDS_OBC-905_EN_07102022_FI.pdf,.cache/sources/by-sha/c04d642ddc257c757ab51ef849e6017d6ba02d32b5bf05403739b53b6ab37a96.pdf,
disagrees: standard,"Value 170 °C is right, but Standards and Standard / load read ""Not published"". The sheet names the method in its Testing Methods column on the row itself: ""Melting point 170 °C DSC"". DSC is a value of the repo vocabulary (""Differential scanning calorimetry, where the source names the method but no standard"") and 72 melting-temperature rows in the table carry it.",claude-second-read,V007605,b14,FormFutura,Volcano PLA 150C,Melting temperature,Not applicable,170 °C,170 °C,Not published,p. 1: Melting point,S-PET-TDS-Volcano-PLA-150C,https://3d.nice-cdn.com/upload/file/TDS_-_Volcano_PLA_150C.pdf,.cache/sources/by-sha/58c00d7eedec0418933e45a79f49e2e58b245a26b29c5033ef5560e2e6ea0211.pdf,
agree,,claude-second-read,V007542,b14,Spectrum,PET-G Premium High Speed,Glass transition temperature,Not applicable,80 °C,80 °C,D3418,p. 1: Glass Transition Temperature,S-SPECTRUM-EN-TDS-Spectrum-PETG-Premium-High-Speed,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PETG_Premium_High_Speed.pdf,.cache/sources/by-sha/381da6f85f6108db33746910077236e36b17e9187b71c6070b04b8b7e8db725a.pdf,
disagrees: condition,"The value 3.6 % is printed, but it is not the value this row implies. The Flexural Properties table on p. 6 has the column heading ""XY- XZ- ZX- Direction Direction Direction""; the conditioned row is ""Flexural Elongation at Break conditioned ISO 178 No break 3.6 % 4.0 %"", so 3.6 % is the XZ-direction, conditioned value (the XY entry is ""No break""). The row holds Direction ""Unstated"" and Moisture state not-stated, and its Locator ends ""...ISO 178 No break"", which is the XY cell. Its Parse review says the sheet ""names no column"", which it does.",claude-second-read,V007630,b14,BASF Forward AM,Ultrafuse PAHT CF15,Flexural elongation at break,Unstated,3.6 %,3.6 %,ISO 178,p. 6: Flexural Elongation at Break ISO 178 No break,R-BASF-ExtendedTDS-Ultrafuse-PAHT-CF15-V1-5,https://shop3d.ca/cdn/shop/files/ExtendedTDS_Ultrafuse_PAHT_CF15_V1.5.pdf?v=16940645321858837534,.cache/sources/by-sha/7175ed4ad9be45056e60acd9e13dad42576aac1818e80de32c0ed96e8d59f915.pdf,
disagrees: condition,"Value 14 g/10min and ISO 1133 are right, but the melt-flow condition is gone. The sheet prints ""Melt flow rate 14 g/10min ISO 1133 210° C/2,16Kg"" - its Test condition column. Standard / load holds only ""ISO 1133"" and Test temperature is ""Not published"".",claude-second-read,V007668,b14,FormFutura,Matt PLA,Melt mass-flow rate,Not applicable,14 g/10min,14 g/10 min,ISO 1133,p. 1: Melt flow rate,S-PET-TDS-Matt-PLA,https://3d.nice-cdn.com/upload/file/TDS_-_Matt_PLA.pdf,.cache/sources/by-sha/8589b6c9a4536c964cc04a7fae6fa60037144cfb29af1e6a5a09606c45713773.pdf,
