Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V009351,b24,QIDI,PA612-CF,Melt mass-flow rate,Not applicable,5.1 g/10min,5.1 g/10 min,270°C 2.16kg,"p. 2: Melting Temperature 熔融指数 270°C, 2.16kg Melt index",R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009350,b24,QIDI,PA612-CF,Melting temperature,Not applicable,167 °C,167 °C,ISO 11357,p. 2: 熔点 ISO 11357 Melting Temperature,R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009396,b24,Stratasys,ULTEM,Elongation at break,XZ,4.0 %,4 %,ASTM D638,p. 7: Elongation @ Break %,R-STRATASYS-mds-fdm-ultem-1010-resin-0626a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/ultem1010/mds_fdm_ultem-1010-resin_0626a.pdf?v=49d78b,.cache/sources/by-sha/7ccac679700fe8b3ce21a9984b3b871fa7ddc749f9d12c130d733f7c2313820e.pdf,
agree,,claude-second-read,V009379,b24,Stratasys,ABS-M30i,Flexural strength,Unstated,61 MPa,61 MPa,Method 1 0.05”/min ASTM D790,"p. 1: Flexural Strength (Method 1,0.05”/min) ASTM D790",R-STRATASYS-mds-fdm-absm30i-0621a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/abs-m30i/mds_fdm_absm30i_0621a.pdf?v=48ded0,.cache/sources/by-sha/50e4c3608385fda785e7e86807d7f7e1e8e38e48b024ad3f79882306ceb1c758.pdf,
agree,,claude-second-read,V009348,b24,QIDI,PA612-CF,Density,Not applicable,1.09 g/cm³,1090 kg/m³,ISO 1183,p. 2: 密度 ISO 1183,R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009416,b24,3DJake,ASA CF,Mould shrinkage,Unstated,"0,3 %",0.3 %,3 2 mm ISO 294-4,"p. 1: Shrinkage (3,2 mm)",R-3DJAKE-TDS-3DJAKE-ASA-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ASA-CF.pdf,.cache/sources/by-sha/ae2597cc06d55653b706d4225dca854aa14191de650c98ce7d0d5e8a6705e08b.pdf,
agree,,claude-second-read,V009384,b24,Stratasys,ABS-M30i,Glass transition temperature,Not applicable,108 °C,108 °C,Tg DSC SSYS,p. 1: Glass Transition (Tg) DSC (SSYS),R-STRATASYS-mds-fdm-absm30i-0621a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/abs-m30i/mds_fdm_absm30i_0621a.pdf?v=48ded0,.cache/sources/by-sha/50e4c3608385fda785e7e86807d7f7e1e8e38e48b024ad3f79882306ceb1c758.pdf,
agree,,claude-second-read,V009438,b24,Stratasys,PC-ISO,Tensile strength (endpoint unspecified),Unstated,57 MPa,57 MPa,Type 1 0.125” 0.2”/min ASTM D638,"p. 1: Tensile Strength (Type 1,0.125”, 0.2”/min) ASTM D638",R-STRATASYS-mds-fdm-pciso-0820a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc-iso/mds_fdm_pciso_0820a.pdf?v=48df85,.cache/sources/by-sha/f2188fc828aeb29de6d9d1475a952e6fd5e119f567c980b3f0d013e1ba4f1fdd.pdf,
agree,,claude-second-read,V009376,b24,Stratasys,PA6/66-GF30-FR,Flexural elongation at break,XZ,4.1 %,4.1 %,"ASTM D790, Procedure A",p. 7: Strain at Break %,R-STRATASYS-mds-fdm-pa6-66-gf30-fr-0726a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pa666/mds_fdm_pa6-66-gf30-fr_0726a.pdf?v=4a1fd0,.cache/sources/by-sha/50913e70c42c82027d3bb16977d5f5d30632ff80ca6b739aae7990b1df15de02.pdf,
agree,,claude-second-read,V009388,b24,3DJake,ABS CF,Tensile modulus,Unstated,3000 MPa,3 GPa,ISO 527,p. 1: Young’s modulus,R-3DJAKE-TDS-3DJAKE-ABS-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ABS-CF.pdf,.cache/sources/by-sha/5ef7248a5c3bd5b8adcfe379e50c4d0b56e29528f17d86b3fa61a0b72f427af3.pdf,
disagrees: standard,"Value 140.7 °C and the 264 psi / 1.8 MPa load are right, but Standards reads ""Not published"" and the sheet names the method in its Test Method column on that row: ""HDT @ 264 psi ASTM D648 Method B 140.7 °C (XY) 141.1 °C (XZ)"". ASTM D648 is in the repo vocabulary and many HDT rows carry it; Standard / load holds only ""264 psi"".",claude-second-read,V009431,b24,Stratasys,PC,HDT,Not applicable,140.7 °C,140.7 °C,264 psi,p. 6: HDT @ 264 psi,R-STRATASYS-mds-fdm-pc-0426a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc/mds_fdm_pc_0426a.pdf?v=4995e1,.cache/sources/by-sha/e005943233cbe9138e2f3cdbd552cf2bfa8c278d8ec8567f04bf564eba8e69ca.pdf,
