table,record,action,field,before,after
coverage,C00021,Edited,Status,Gap,Superseded
coverage,C00021,Edited,Manufacturer count,1,Not applicable
coverage,C00021,Edited,Finding,"1 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.","Superseded by C01299 (2026-09-21; was ""Gap""): 1 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations."
coverage,C01260,Edited,Status,Resolved,Superseded
coverage,C01260,Edited,Manufacturer count,4,Not applicable
coverage,C01260,Edited,Finding,"4 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Prusa Research, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01301 (2026-09-21; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Prusa Research, iSANMATE. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01273,Edited,Status,Resolved,Superseded
coverage,C01273,Edited,Manufacturer count,6,Not applicable
coverage,C01273,Edited,Finding,"6 distinct manufacturer(s) documented against target 3: 3DXTECH, Fabru / purefil, Fillamentum, Nanovia, Spectrum, eSUN. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01302 (2026-09-21; was ""Resolved""): 6 distinct manufacturer(s) documented against target 3: 3DXTECH, Fabru / purefil, Fillamentum, Nanovia, Spectrum, eSUN. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01298,Edited,Status,Resolved,Superseded
coverage,C01298,Edited,Manufacturer count,9,Not applicable
coverage,C01298,Edited,Finding,"9 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, Nanovia, Raise3D, SIDDAMENT, Siraya Tech, eSUN, iSANMATE. Recounted 2026-09-20 (m94-batch-b22) after the grades this batch added.","Superseded by C01300 (2026-09-21; was ""Resolved""): 9 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, Nanovia, Raise3D, SIDDAMENT, Siraya Tech, eSUN, iSANMATE. Recounted 2026-09-20 (m94-batch-b22) after the grades this batch added."
coverage,C01299,Added,,,
coverage,C01300,Added,,,
