table,record,action,field,before,after
coverage,C01245,Edited,Status,Resolved,Superseded
coverage,C01245,Edited,Manufacturer count,5,Not applicable
coverage,C01245,Edited,Finding,"5 distinct manufacturer(s) documented against target 3: Fillamentum, Kimya, Spectrum, colorFabb, eSUN. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added.","Superseded by C01285 (2026-09-20; was ""Resolved""): 5 distinct manufacturer(s) documented against target 3: Fillamentum, Kimya, Spectrum, colorFabb, eSUN. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
coverage,C01261,Edited,Status,Resolved,Superseded
coverage,C01261,Edited,Manufacturer count,3,Not applicable
coverage,C01261,Edited,Finding,"3 distinct manufacturer(s) documented against target 3: Flashforge, Polymaker, Raise3D. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01286 (2026-09-20; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: Flashforge, Polymaker, Raise3D. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01274,Edited,Status,Resolved,Superseded
coverage,C01274,Edited,Manufacturer count,3,Not applicable
coverage,C01274,Edited,Finding,"3 distinct manufacturer(s) documented against target 3: Eryone, Nanovia, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01283 (2026-09-20; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: Eryone, Nanovia, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01280,Edited,Status,Resolved,Superseded
coverage,C01280,Edited,Manufacturer count,20,Not applicable
coverage,C01280,Edited,Finding,"20 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, FormFutura, Nanovia, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SIDDAMENT, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m85-batch-b15) after the grades this batch added.","Superseded by C01284 (2026-09-20; was ""Resolved""): 20 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, FormFutura, Nanovia, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SIDDAMENT, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m85-batch-b15) after the grades this batch added."
coverage,C01283,Added,,,
coverage,C01284,Added,,,
coverage,C01285,Added,,,
coverage,C01286,Added,,,
grades,G024-16,Added,,,
grades,G028-10,Added,,,
grades,G025-04,Added,,,
grades,G027-32,Added,,,
grades,G032-04,Added,,,
grades,G033-14,Added,,,
grades,G020-44,Added,,,
grades,G031-25,Added,,,
grades,G039-50,Added,,,
grades,G018-13,Added,,,
grades,G020-45,Added,,,
grades,G045-07,Added,,,
grades,G068-05,Added,,,
measurements,V008027,Added,,,
measurements,V008028,Added,,,
measurements,V008029,Added,,,
measurements,V008030,Added,,,
measurements,V008031,Added,,,
measurements,V008032,Added,,,
measurements,V008033,Added,,,
measurements,V008034,Added,,,
measurements,V008035,Added,,,
measurements,V008036,Added,,,
measurements,V008037,Added,,,
measurements,V008038,Added,,,
measurements,V008039,Added,,,
measurements,V008040,Added,,,
measurements,V008041,Added,,,
measurements,V008042,Added,,,
measurements,V008043,Added,,,
measurements,V008044,Added,,,
measurements,V008045,Added,,,
measurements,V008046,Added,,,
measurements,V008047,Added,,,
measurements,V008048,Added,,,
measurements,V008049,Added,,,
measurements,V008050,Added,,,
measurements,V008051,Added,,,
measurements,V008052,Added,,,
measurements,V008053,Added,,,
measurements,V008054,Added,,,
measurements,V008055,Added,,,
measurements,V008056,Added,,,
measurements,V008057,Added,,,
measurements,V008058,Added,,,
measurements,V008059,Added,,,
measurements,V008060,Added,,,
measurements,V008061,Added,,,
measurements,V008062,Added,,,
measurements,V008063,Added,,,
measurements,V008064,Added,,,
measurements,V008065,Added,,,
measurements,V008066,Added,,,
measurements,V008067,Added,,,
measurements,V008068,Added,,,
measurements,V008069,Added,,,
measurements,V008070,Added,,,
measurements,V008071,Added,,,
measurements,V008072,Added,,,
measurements,V008073,Added,,,
measurements,V008074,Added,,,
measurements,V008075,Added,,,
measurements,V008076,Added,,,
measurements,V008077,Added,,,
measurements,V008078,Added,,,
measurements,V008079,Added,,,
measurements,V008080,Added,,,
measurements,V008081,Added,,,
measurements,V008082,Added,,,
measurements,V008083,Added,,,
measurements,V008084,Added,,,
measurements,V008085,Added,,,
measurements,V008086,Added,,,
measurements,V008087,Added,,,
measurements,V008088,Added,,,
measurements,V008089,Added,,,
measurements,V008090,Added,,,
measurements,V008091,Added,,,
measurements,V008092,Added,,,
measurements,V008093,Added,,,
measurements,V008094,Added,,,
measurements,V008095,Added,,,
measurements,V008096,Added,,,
measurements,V008097,Added,,,
measurements,V008098,Added,,,
measurements,V008099,Added,,,
measurements,V008100,Added,,,
measurements,V008101,Added,,,
measurements,V008102,Added,,,
measurements,V008103,Added,,,
measurements,V008104,Added,,,
measurements,V008105,Added,,,
measurements,V008106,Added,,,
measurements,V008107,Added,,,
measurements,V008108,Added,,,
measurements,V008109,Added,,,
measurements,V008110,Added,,,
measurements,V008111,Added,,,
measurements,V008112,Added,,,
measurements,V008113,Added,,,
measurements,V008114,Added,,,
measurements,V008115,Added,,,
measurements,V008116,Added,,,
measurements,V008117,Added,,,
measurements,V008118,Added,,,
measurements,V008119,Added,,,
measurements,V008120,Added,,,
measurements,V008121,Added,,,
measurements,V008122,Added,,,
measurements,V008123,Added,,,
measurements,V008124,Added,,,
measurements,V008125,Added,,,
measurements,V008126,Added,,,
measurements,V008127,Added,,,
measurements,V008128,Added,,,
measurements,V008129,Added,,,
measurements,V008130,Added,,,
measurements,V008131,Added,,,
measurements,V008132,Added,,,
measurements,V008133,Added,,,
measurements,V008134,Added,,,
measurements,V008135,Added,,,
measurements,V008136,Added,,,
measurements,V008137,Added,,,
measurements,V008138,Added,,,
measurements,V008139,Added,,,
measurements,V008140,Added,,,
measurements,V008141,Added,,,
measurements,V008142,Added,,,
measurements,V008143,Added,,,
measurements,V008144,Added,,,
measurements,V008145,Added,,,
measurements,V008146,Added,,,
measurements,V008147,Added,,,
measurements,V008148,Added,,,
measurements,V008149,Added,,,
measurements,V008150,Added,,,
measurements,V008151,Added,,,
measurements,V008152,Added,,,
measurements,V008153,Added,,,
measurements,V008154,Added,,,
measurements,V008155,Added,,,
measurements,V008156,Added,,,
measurements,V008157,Added,,,
measurements,V008158,Added,,,
measurements,V008159,Added,,,
measurements,V008160,Added,,,
measurements,V008161,Added,,,
measurements,V008162,Added,,,
profile_notes,P0758 | Layer height,Added,,,
profile_notes,P0758 | Cooling,Added,,,
profile_notes,P0758 | Speed,Added,,,
profile_notes,P0758 | Shell / walls,Added,,,
profile_notes,P0759 | Layer height,Added,,,
profile_notes,P0759 | Cooling,Added,,,
profile_notes,P0759 | Speed,Added,,,
profile_notes,P0759 | Shell / walls,Added,,,
profile_notes,P0760 | Cooling,Added,,,
profile_notes,P0760 | Retraction,Added,,,
profile_notes,P0761 | Cooling,Added,,,
profile_notes,P0761 | Layer height,Added,,,
profile_notes,P0761 | Speed,Added,,,
profile_notes,P0761 | Shell / walls,Added,,,
profile_notes,P0762 | Cooling,Added,,,
profile_notes,P0762 | Speed,Added,,,
profile_notes,P0762 | Retraction,Added,,,
profiles,P0758,Added,,,
profiles,P0759,Added,,,
profiles,P0760,Added,,,
profiles,P0761,Added,,,
profiles,P0762,Added,,,
sources,R-QIDI-PETG-CF,Added,,,
sources,R-QIDI-ABS-GF25,Added,,,
sources,R-QIDI-PETG-GF,Added,,,
sources,R-QIDI-ODORLESS-ABS,Added,,,
sources,R-QIDI-ASA-AERO,Added,,,
sources,R-QIDI-ASA-CF20-CORE,Added,,,
sources,R-QIDI-PETG-RAPIDO,Added,,,
sources,R-QIDI-ASA,Added,,,
sources,R-QIDI-TPU95A-HF,Added,,,
sources,R-QIDI-PLA-CF,Added,,,
sources,R-QIDI-PETG-TOUGH,Added,,,
sources,R-QIDI-PEBA-95A,Added,,,
sources,R-QIDI-PET-GF,Added,,,
