Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V007960,b15,SIDDAMENT,PLA Glow in the Dark,Flexural modulus,Unstated,2150 MPa,2.15 GPa,ISO 178,p. 1: Flexural Modulus ISO 178 MPa,S-PCGF-PLA-Glow-in-the-Dark-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PLA_Glow_in_the_Dark_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/9327488f8946a0747259822ba938fa3892cd5ccdff3a0e8341743ff0ac76585d.pdf,
disagrees: standard,"Value 4.7 kJ/m2 is right, but two things. (1) Standards reads ""Not published"" although the sheet names the method: ""IZOD Impact Strength GB/T 1843 4.7 kJ/m2"" - GB/T 1843 (""Izod impact strength"") is in the repo vocabulary. (2) Notch reads ""Unnotched""; the sheet says only ""IZOD Impact Strength"" and names no notch, so the row asserts a condition the document does not print (the same reader used ""Not published"" for an unqualified impact strength at V007719). The sheet also says what the specimens are, on p. 2: ""The physical properties, mechanical properties, thermal properties, and electrical properties of the line are obtained based on the injection molding spline test."" Specimen type is ""Not published (do not assume printed)""; on this sheet it is a moulded value.",claude-second-read,V007977,b15,eSUN,PETG,Izod impact strength,Not applicable,4.7 kJ/m2,4.7 kJ/m²,Not published,p. 1: IZOD Impact Strength,S-PEBA-eSUN-PETG-Filament-TDS-V4-0,https://3d.nice-cdn.com/upload/file/eSUN_PETG-Filament_TDS_V4.0.pdf,.cache/sources/by-sha/9b9da37039fd73accf4fd96d3c024b61531d81c6e28965bd2bc1028661e717cf.pdf,
agree,,claude-second-read,V007963,b15,SIDDAMENT,PLA Glow in the Dark,HDT,Not applicable,53 °C,53 °C,ISO 75,p. 1: Heat Deflection ISO 75 °C,S-PCGF-PLA-Glow-in-the-Dark-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PLA_Glow_in_the_Dark_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/9327488f8946a0747259822ba938fa3892cd5ccdff3a0e8341743ff0ac76585d.pdf,
agree,,claude-second-read,V007902,b15,SIDDAMENT,PC Carbon Fiber,Tensile strength (endpoint unspecified),Unstated,57 MPa,57 MPa,ISO 527,p. 1: Tensile Strength ISO 527 MPa,S-PCGF-PC-Carbon-Fiber-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PC_Carbon_Fiber_TDS_Siddament.pdf?v=1747544363,.cache/sources/by-sha/4fc9068b0b27a6e3f049a57933288192e06bdb3a6aae42190f067fc1575aae94.pdf,
disagrees: condition,"Value 0.4 % and ISO 62 are right, but the printed test condition is gone. The sheet's label is ""Water Absorption (23°C/24h) ISO 62 % <0.4"" - the (23°C/24h) sits on the line below the property name - and Standard / load holds only ""ISO 62"" with Test temperature ""Not published"". A 24-hour ISO 62 figure and a saturation ISO 62 figure are different numbers; nothing in the row now says which this is. The repo carries the same label elsewhere (V006281, Standard / load ""23℃/24h ISO 62"", Test temperature 23°C).",claude-second-read,V007988,b15,SIDDAMENT,ABS,Water absorption,Not applicable,0.4 %,0.4 %,ISO 62,p. 1: Water Absorption ISO 62 %,S-PCGF-ABS-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/ABS_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/c2c08cc049ef0aee5fd0af8d337d90120c2b0317bdc09eb8c4053e2899c544a3.pdf,
disagrees: condition,"Value 80.34 MPa and GB/T 9341 are right, but the specimen. The sheet also says what the specimens are, on p. 2: ""The physical properties, mechanical properties, thermal properties, and electrical properties of the filament are obtained based on the injection molding spline test."" Specimen type is ""Not published (do not assume printed)""; on this sheet it is a moulded value.",claude-second-read,V007913,b15,eSUN,PETG CF,Flexural strength,Unstated,80.34 MPa,80.34 MPa,GB/T 9341,p. 1: Flexural Strength GB/T 9341,S-PEBA-PETG-CF-TDS-V1-2024-07-02,https://3d.nice-cdn.com/upload/file/PETG-CF_TDS_V1_2024.07.02.pdf,.cache/sources/by-sha/571e0467b3f95edb71099c286a3d6a4256cbf24ba15b21c3a9cfb1293863d755.pdf,
agree,,claude-second-read,V007920,b15,SIDDAMENT,PLA Carbon Fiber,Elongation at break,Unstated,4.1 %,4.1 %,ISO 527,p. 1: Elongation at Break ISO 527 %,S-PCGF-PLA-Carbon-Fiber-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PLA_Carbon_Fiber_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/682f3ab2e4680f266ab9a652591b72ffc0f6dcd87dc7c5caa6b7248c96e2de8e.pdf,
agree,,claude-second-read,V007917,b15,SIDDAMENT,PLA Carbon Fiber,Density,Not applicable,1.22 g/cm3,1220 kg/m³,3 ISO 1183,p. 1: Density ISO 1183 g/cm3,S-PCGF-PLA-Carbon-Fiber-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PLA_Carbon_Fiber_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/682f3ab2e4680f266ab9a652591b72ffc0f6dcd87dc7c5caa6b7248c96e2de8e.pdf,
agree,,claude-second-read,V007983,b15,SIDDAMENT,ASA Carbon Fiber,Flexural modulus,Unstated,2056 MPa,2.056 GPa,ISO 178,p. 1: Flexural Modulus ISO 178 MPa,S-PCGF-ASA-Carbon-Fiber-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/ASA_Carbon_Fiber_TDS_Siddament.pdf?v=1747544047,.cache/sources/by-sha/ac29daf162b0479e87ae8dd76e3704a7be68757e4300c4974c3dca82e8e43f7a.pdf,
agree,,claude-second-read,V008025,b15,SIDDAMENT,PLA Wood,Izod impact strength,Not applicable,5.2 kJ/m2,5.2 kJ/m²,2 ISO 180,p. 1: Notched Impact Strength ISO 180 kJ/m2,S-PCGF-PLA-Wood-TDS-Siddament,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PLA_Wood_TDS_Siddament.pdf?v=1745839600,.cache/sources/by-sha/fbf3c783c737e1390268cefc0ce2d48a508a11647ddae32f8c07dc5844e6db5e.pdf,
