table,record,action,field,before,after
coverage,C01272,Edited,Status,Resolved,Superseded
coverage,C01272,Edited,Manufacturer count,19,Not applicable
coverage,C01272,Edited,Finding,"19 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, FormFutura, Nanovia, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01280 (2026-09-20; was ""Resolved""): 19 distinct manufacturer(s) documented against target 3: BigRep, Eryone, Essentium, Extrudr, Fabru / purefil, Fillamentum, Flashforge, FormFutura, Nanovia, NinjaTek, Polymaker, Prusa Research, Raise3D, Recreus, SUNLU, Spectrum, colorFabb, eSUN, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01275,Edited,Status,Resolved,Superseded
coverage,C01275,Edited,Manufacturer count,4,Not applicable
coverage,C01275,Edited,Finding,"4 distinct manufacturer(s) documented against target 3: Fillamentum, FormFutura, Nanovia, Spectrum. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01282 (2026-09-20; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: Fillamentum, FormFutura, Nanovia, Spectrum. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01276,Edited,Status,Resolved,Superseded
coverage,C01276,Edited,Manufacturer count,5,Not applicable
coverage,C01276,Edited,Finding,"5 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, Nanovia, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01281 (2026-09-20; was ""Resolved""): 5 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, Nanovia, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01280,Added,,,
coverage,C01281,Added,,,
coverage,C01282,Added,,,
grades,G039-48,Added,,,
grades,G029-06,Added,,,
grades,G049-07,Added,,,
grades,G029-07,Added,,,
grades,G001-103,Added,,,
grades,G024-14,Added,,,
grades,G039-49,Added,,,
grades,G037-08,Added,,,
grades,G001-104,Added,,,
grades,G024-15,Added,,,
grades,G018-12,Added,,,
grades,G008-14,Added,,,
grades,G020-42,Added,,,
grades,G001-105,Added,,,
grades,G001-106,Added,,,
grades,G016-03,Added,,,
grades,G020-43,Added,,,
grades,G033-13,Added,,,
grades,G027-31,Added,,,
grades,G035-20,Added,,,
grades,G012-04,Added,,,
grades,G031-24,Added,,,
grades,G014-09,Added,,,
measurements,V007851,Added,,,
measurements,V007852,Added,,,
measurements,V007853,Added,,,
measurements,V007854,Added,,,
measurements,V007855,Added,,,
measurements,V007856,Added,,,
measurements,V007857,Added,,,
measurements,V007858,Added,,,
measurements,V007859,Added,,,
measurements,V007860,Added,,,
measurements,V007861,Added,,,
measurements,V007862,Added,,,
measurements,V007863,Added,,,
measurements,V007864,Added,,,
measurements,V007865,Added,,,
measurements,V007866,Added,,,
measurements,V007867,Added,,,
measurements,V007868,Added,,,
measurements,V007869,Added,,,
measurements,V007870,Added,,,
measurements,V007871,Added,,,
measurements,V007872,Added,,,
measurements,V007873,Added,,,
measurements,V007874,Added,,,
measurements,V007875,Added,,,
measurements,V007876,Added,,,
measurements,V007877,Added,,,
measurements,V007878,Added,,,
measurements,V007879,Added,,,
measurements,V007880,Added,,,
measurements,V007881,Added,,,
measurements,V007882,Added,,,
measurements,V007883,Added,,,
measurements,V007884,Added,,,
measurements,V007885,Added,,,
measurements,V007886,Added,,,
measurements,V007887,Added,,,
measurements,V007888,Added,,,
measurements,V007889,Added,,,
measurements,V007890,Added,,,
measurements,V007891,Added,,,
measurements,V007892,Added,,,
measurements,V007893,Added,,,
measurements,V007894,Added,,,
measurements,V007895,Added,,,
measurements,V007896,Added,,,
measurements,V007897,Added,,,
measurements,V007898,Added,,,
measurements,V007899,Added,,,
measurements,V007900,Added,,,
measurements,V007901,Added,,,
measurements,V007902,Added,,,
measurements,V007903,Added,,,
measurements,V007904,Added,,,
measurements,V007905,Added,,,
measurements,V007906,Added,,,
measurements,V007907,Added,,,
measurements,V007908,Added,,,
measurements,V007909,Added,,,
measurements,V007910,Added,,,
measurements,V007911,Added,,,
measurements,V007912,Added,,,
measurements,V007913,Added,,,
measurements,V007914,Added,,,
measurements,V007915,Added,,,
measurements,V007916,Added,,,
measurements,V007917,Added,,,
measurements,V007918,Added,,,
measurements,V007919,Added,,,
measurements,V007920,Added,,,
measurements,V007921,Added,,,
measurements,V007922,Added,,,
