Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V006107,b10,Fillamentum,Fluorodur,Izod impact strength,Not applicable,5 kJ/m2,5 kJ/m²,ASTM D256,p. 1: Izod impact strength,R-FILLAMENTUM-Technical-Data-Sheet-Fluorodur-EN-09122020-FI,https://fillamentum.com/wp-content/uploads/2021/01/Technical-Data-Sheet_Fluorodur_EN_09122020_FI.pdf,.cache/sources/by-sha/c29bc1a8feb876495514ad8707c90d890a291dd32bfeee84e6ee71fac3feae06.pdf,
agree,,claude-second-read,V006022,b10,Fillamentum,ASA CF10 Carbon,Tensile break strength,Unstated,38 MPa,38 MPa,ISO 527,p. 1: Tensile strength at break,R-FILLAMENTUM-Fillamentum-ASA-CF10-Carbon,https://filament2print.com/en/index.php?controller=attachment&id_attachment=3120,.cache/sources/by-sha/3f8e879fbcec3db11f3c553b7e93b62d89dcc1ce8e2804184990f40fac1d4c48.pdf,
agree,,claude-second-read,V006046,b10,Fillamentum,PETG,Tensile yield strength,Unstated,50 MPa,50 MPa,ISO 527,p. 1: Tensile strength at yield,R-FILLAMENTUM-TDS-PETG-EN-30012023,https://fillamentum.com/wp-content/uploads/2023/02/TDS_PETG_EN_30012023.pdf,.cache/sources/by-sha/5f36ef2dc8efe2bd2df083fd4f08a0d00c908fbeda66f13ec4d49a6a1e4217a0.pdf,
agree,,claude-second-read,V006027,b10,Fillamentum,ASA CF10 Carbon,Melting temperature,Not applicable,135 °C,135 °C,ISO 11357,p. 1: Melting temperature,R-FILLAMENTUM-Fillamentum-ASA-CF10-Carbon,https://filament2print.com/en/index.php?controller=attachment&id_attachment=3120,.cache/sources/by-sha/3f8e879fbcec3db11f3c553b7e93b62d89dcc1ce8e2804184990f40fac1d4c48.pdf,
agree,,claude-second-read,V006093,b10,Fillamentum,Flexfill TPU 92A,Tear strength,Unstated,85 kN/m,85 kN/m,ISO 34-1,p. 1: Tear strength,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-92A-26082019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_Flexfill-TPU-92A_26082019.pdf,.cache/sources/by-sha/8e235b21b7047485e9378dc2e18fca0fe1ef45f2a1643dc44e6195c38ccb894d.pdf,
agree,,claude-second-read,V006025,b10,Fillamentum,ASA CF10 Carbon,Hardness,Not applicable,74 Shore D,74 Shore D,ISO 7619,p. 1: Hardness,R-FILLAMENTUM-Fillamentum-ASA-CF10-Carbon,https://filament2print.com/en/index.php?controller=attachment&id_attachment=3120,.cache/sources/by-sha/3f8e879fbcec3db11f3c553b7e93b62d89dcc1ce8e2804184990f40fac1d4c48.pdf,
agree,,claude-second-read,V006140,b10,Fillamentum,HIPS Extrafill,Dielectric strength,Not applicable,155 kV/mm,155 kV/mm,IEC 243/1,p. 1: Dielectric strength,R-FILLAMENTUM-Technical-Data-Sheet-HIPS-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_HIPS-Extrafill_03012019.pdf,.cache/sources/by-sha/f1315c21750d29a8fa04dff6f344cc51741538898cf7a0dfc27f8f63424ba892.pdf,
disagrees: condition,"The load is lost. The sheet prints two HDT rows: ""Heat distortion temperature 70 °C ASTM D648 0.455 MPa"" and ""62 °C ASTM D648 1.820 MPa"". The row takes the 70 °C value but holds Standard / load ""ASTM D648"" and Test load MPa ""Not published"" - the only thing that tells the two rows apart is gone. The repo records exactly this load elsewhere on a Fillamentum sheet (V001954, ""ASTM D648, 0.455 MPa"" -> 0.45).",claude-second-read,V006100,b10,Fillamentum,PETG,HDT,Not applicable,70 °C,70 °C,ASTM D648,p. 1: Heat distortion temperature,R-FILLAMENTUM-Technical-Data-Sheet-PETG-EN-06052020-FE,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_PETG_EN_06052020_FE.pdf,.cache/sources/by-sha/af60aec9fff7554dd1dd6ea96484f08be6ec8ee04d1b8e062e6a458082ce6ae6.pdf,
agree,,claude-second-read,V006033,b10,Fillamentum,PP 2320,Tensile strength (endpoint unspecified),Unstated,"23,0 MPa",23 MPa,ISO 527,p. 1: Tensile strength,R-FILLAMENTUM-Technical-Data-Sheet-PP-2320,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_PP-2320.pdf,.cache/sources/by-sha/4886af2bb72ffe75cf0b6fe1375b52e414cad41b890ebeeef825c2a19c521acf.pdf,
agree,,claude-second-read,V006114,b10,Fillamentum,PC/ABS,Density,Not applicable,"1,07 g/cm3",1070 kg/m³,ISO 1183-1,p. 1: Material density,R-FILLAMENTUM-Technical-Data-Sheet-PC-ABS,https://fillamentum.com/wp-content/uploads/2020/10/Technical_Data_Sheet_PC-ABS.pdf,.cache/sources/by-sha/e62a4187af0d5388c167f4a09c7341c86c12f7a69073ccbe72de6bafc7b7f906.pdf,
