Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
disagrees: condition,"Value 160 J/m, ASTM D256 and the notch are right, but every condition the sheet states for this table is missing. The table is headed ""Mechanical Properties*"" and the sheet's footnote reads ""* 3D printed at 100% infill and annealed at 110°C/20 min, XY axis"". The row holds Specimen type ""Not published (do not assume printed)"", Post-processing ""Not published"" / not-stated, Anneal °C and Anneal h ""Not applicable"", Direction ""Not applicable"" and Specimen / print parameters ""Not published"" - it says the sheet establishes none of it. All nine mechanical and thermal rows taken from this document (V008339-V008346) are recorded the same way, so this is the whole sheet, not one row.",claude-second-read,V008343,b18,Spectrum,PLA Pro,Izod impact strength,Not applicable,160 J/m,160 J/m,D 256,p. 1: Notched Izod Impact [amorphous],S-SPECTRUM-EN-TDS-Spectrum-PLA-Pro-2,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PLA_Pro[2].pdf,.cache/sources/by-sha/5d9d0458e3db37df0888b56de831a5a16a89e12e4aa612b2102fe8be8f02634b.pdf,
disagrees: standard,"The value 3.8 GPa is printed, but the row calls it a Tensile modulus measured to ASTM D790, and D790 is the flexural test. The sheet prints two modulus rows and has its labels crossed: ""Modulus of flexibility D882 - GPa 3.6"" and ""Modulus of elasticity D790 - GPa 3.8"". The same reader took the other D790 row of this sheet as a flexural property (""Bending strength D790 - MPa 83"" -> V008375 Flexural strength). Whether 3.8 GPa is this filament's tensile or flexural modulus is not settled by the document, and the row states one of them as fact.",claude-second-read,V008376,b18,Prusa Research,PLA,Tensile modulus,Unstated,3.8 GPa,3.8 GPa,D790,p. 1: Modulus of elasticity D790 – GPa,S-PVB-technisches-datenblatt,https://3d.nice-cdn.com/upload/file/technisches-datenblatt.pdf,.cache/sources/by-sha/6ef16c339a49bf5c4bfb9272c0d093b10b6b76a419903dd8d9dbb6d29f4f2965.pdf,
agree,,claude-second-read,V008574,b18,Extrudr,FLEX HARD,Tear strength,Unstated,175 kN/m,175 kN/m,ISO 34-1B,p. 1: Tear strength ISO 34-1B kN/m,R-EXTRUDR-flex-hard-TDS-en-cbd667,https://3d.nice-cdn.com/upload/file/flex-hard-TDS-en.pdf,.cache/sources/by-sha/cbd667aaf13501cc6ac1583c430e228004edd8484d295939bd2abd693757da68.pdf,
agree,,claude-second-read,V008480,b18,SUNLU,PLA Glow In The Dark,Flexural modulus,Unstated,2155 MPa,2.155 GPa,2mm/min ASTM D790,p. 1: Flexural Modulus ASTM D790 2mm/min MPa,R-SUNLU-PLA-Glow-in-the-Dark,https://3d.nice-cdn.com/upload/file/PLA_Glow_in_the_Dark.pdf,.cache/sources/by-sha/a492f7f145abf43cd95ac5d6e54c55581347b7955dc28aeddf20e1a68bb119fa.pdf,
agree,,claude-second-read,V008200,b18,SUNLU,PA12-CF,Decomposition temperature,Not applicable,330 ℃,330 °C,ISO11358,p. 1: @5%Decomposition Temp. ISO11358 20℃/min ℃,R-SUNLU-PA12-CF-TDS,https://3d.nice-cdn.com/upload/file/PA12-CF-TDS.pdf,.cache/sources/by-sha/055519eef178c1845704d555d4dd99620b4a5b5a36c9d79dce2186c67ea0ed68.pdf,
agree,,claude-second-read,V008295,b18,Extrudr,DURAPRO PC-PBT CF,Water absorption,Not applicable,0.5 %,0.5 %,Saturation Value ISO 62,p. 2: Water Absorption (Saturation Value) ISO 62 %,R-EXTRUDR-durapro-pc-pbt-cf-TDS-en-3a6807,https://3d.nice-cdn.com/upload/file/durapro-pc-pbt-cf-TDS-en.pdf,.cache/sources/by-sha/3a680734c847431e9ae5fac353a9f64bc3f197c1ca75c470f133c1b3606c2e08.pdf,
agree,,claude-second-read,V008691,b18,SUNLU,High Speed ABS,Flexural strength,XY,55 MPa,55 MPa,2mm/min ISO178,p. 1: Flexural Strength(X-Y) ISO178 2mm/min MPa,R-SUNLU-High-Speed-ABS-TDS,https://3d.nice-cdn.com/upload/file/High_Speed_ABS-TDS.pdf,.cache/sources/by-sha/efe9e1f4c6ca1d0091a21e354edd952ddb9c144ccd2a7f0be205a30520d7d8be.pdf,
agree,,claude-second-read,V008279,b18,Extrudr,DURAPRO PC-PBT CF,Melt volume-flow rate,Not applicable,16 cm³/10 min,16 cm³/10 min,ISO 1133,p. 1: Melt Volume-Flow Rate (MVR) ISO 1133 cm³/10 min,R-EXTRUDR-durapro-pc-pbt-cf-TDS-en-3a6807,https://3d.nice-cdn.com/upload/file/durapro-pc-pbt-cf-TDS-en.pdf,.cache/sources/by-sha/3a680734c847431e9ae5fac353a9f64bc3f197c1ca75c470f133c1b3606c2e08.pdf,
agree,,claude-second-read,V008235,b18,SUNLU,PA6-GF,HDT,Not applicable,205 ℃,205 °C,0.45MPa ISO75,p. 1: Heat Deflection (HDT) ISO75 0.45MPa ℃,R-SUNLU-PA6-GF-TDS,https://3d.nice-cdn.com/upload/file/PA6-GF-TDS.pdf,.cache/sources/by-sha/19c5c4b0244fabf86903c5ac555d9037f816d91bd01d8ba2177268d8dbfd184d.pdf,
agree,,claude-second-read,V008292,b18,Extrudr,DURAPRO PC-PBT CF,Oxygen index,Not applicable,21 %,21 %,ISO 4589-2,p. 1: Oxygen Index ISO 4589-2 %,R-EXTRUDR-durapro-pc-pbt-cf-TDS-en-3a6807,https://3d.nice-cdn.com/upload/file/durapro-pc-pbt-cf-TDS-en.pdf,.cache/sources/by-sha/3a680734c847431e9ae5fac353a9f64bc3f197c1ca75c470f133c1b3606c2e08.pdf,
agree,,claude-second-read,V008470,b18,SUNLU,ABS,Density,Not applicable,1.04 g/cm3,1040 kg/m³,23℃ ASTM D792,p. 1: Density ASTM D792 23℃ g/cm3,R-SUNLU-SUNLU-ABS-Blue,https://3d.nice-cdn.com/upload/file/ABS.pdf,.cache/sources/by-sha/9f1415acf21836685f62696a5b046e4895cff6e57d656cd2a6db42a93d1e2a03.pdf,
agree,,claude-second-read,V008573,b18,Extrudr,FLEX HARD,Hardness,Not applicable,58,58 Shore D,ISO 868,p. 1: Shore hardness ISO 868 Shore,R-EXTRUDR-flex-hard-TDS-en-cbd667,https://3d.nice-cdn.com/upload/file/flex-hard-TDS-en.pdf,.cache/sources/by-sha/cbd667aaf13501cc6ac1583c430e228004edd8484d295939bd2abd693757da68.pdf,
agree,,claude-second-read,V008559,b18,Extrudr,PLA NX2,Tensile strain at strength,Unstated,4 %,4 %,ISO 527,p. 1: Elongation at strength ISO 527 %,R-EXTRUDR-pla-nx2-TDS-en,https://3d.nice-cdn.com/upload/file/pla-nx2-TDS-en.pdf,.cache/sources/by-sha/c55d66cf725c65a29a62351388cd1ea4032f877454a49cb4673f029faaaa527f.pdf,
agree,,claude-second-read,V008568,b18,Extrudr,FLEX HARD,Elongation at break,Unstated,490 %,490 %,ISO 527-2/5A/500,p. 1: Ultimate elongation ISO 527-2/5A/500 %,R-EXTRUDR-flex-hard-TDS-en-cbd667,https://3d.nice-cdn.com/upload/file/flex-hard-TDS-en.pdf,.cache/sources/by-sha/cbd667aaf13501cc6ac1583c430e228004edd8484d295939bd2abd693757da68.pdf,
agree,,claude-second-read,V008189,b18,SUNLU,PLA Matte,Melt mass-flow rate,Not applicable,10 g/10min,10 g/10 min,190℃/2.16kg ASTM D1238,p. 1: Melt Flow Rate ASTM D1238 190℃/2.16kg g/10min,R-SUNLU-PLA-Matte-0,https://3d.nice-cdn.com/upload/file/PLA_Matte[0].pdf,.cache/sources/by-sha/04ff55cd100379dbe00036ee68bb272ce1cf1432987676831cc0fbf038f45e5b.pdf,
agree,,claude-second-read,V008476,b18,Prusa Research,ABS-ESD VE,Surface resistivity,Not applicable,10^7 Ω,10000000 Ω,IEC 60093,p. 1: Surface resistivity IEC 60093 – Ω,S-PVB-technisches-datenblatt-1,https://3d.nice-cdn.com/upload/file/technisches-datenblatt_1_.pdf,.cache/sources/by-sha/a379113e68f15b9340b24a3cd6b467a0ccb9fb2022c517b352c5304c5f9dac6b.pdf,
agree,,claude-second-read,V008437,b18,Fabru,Polyethylen high density glass fiber 20% (HDPE GF20),Vicat softening temperature,Not applicable,90 °C,90 °C,Not published,p. 1: Vicat softening temperature A,R-FABRU-3492-Material-data-sheet-HDPE-GF20-purefil,https://cdn02.plentyone.com/pvdtyofq45f2/propertyItems/3492%2FMaterial+data+sheet+HDPE+GF20+purefil.pdf,.cache/sources/by-sha/94d6f95435dad96fb8b3549cf34e2c970f697872893871d1d0ca7e37fa7e69c1.pdf,
agree,,claude-second-read,V008293,b18,Extrudr,DURAPRO PC-PBT CF,Thermal conductivity,Not applicable,0.2 W/(m·K),0.2 W/(m·K),perpendicular ISO 8302,"p. 1: Thermal Conductivity, perpendicular ISO 8302 W/(m·K)",R-EXTRUDR-durapro-pc-pbt-cf-TDS-en-3a6807,https://3d.nice-cdn.com/upload/file/durapro-pc-pbt-cf-TDS-en.pdf,.cache/sources/by-sha/3a680734c847431e9ae5fac353a9f64bc3f197c1ca75c470f133c1b3606c2e08.pdf,
