table,record,action,field,before,after
coverage,C01258,Edited,Status,Resolved,Superseded
coverage,C01258,Edited,Manufacturer count,4,Not applicable
coverage,C01258,Edited,Finding,"4 distinct manufacturer(s) documented against target 3: 3DXTECH, BigRep, Polymaker, eSUN. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added.","Superseded by C01287 (2026-09-20; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: 3DXTECH, BigRep, Polymaker, eSUN. Recounted 2026-09-20 (m81-batch-b12) after the grades this batch added."
coverage,C01271,Edited,Status,Resolved,Superseded
coverage,C01271,Edited,Manufacturer count,6,Not applicable
coverage,C01271,Edited,Finding,"6 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Flashforge, Nanovia, eSUN, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added.","Superseded by C01288 (2026-09-20; was ""Resolved""): 6 distinct manufacturer(s) documented against target 3: 3D4Makers, 3DXTECH, Flashforge, Nanovia, eSUN, iSANMATE. Recounted 2026-09-20 (m83-batch-b14) after the grades this batch added."
coverage,C01287,Added,,,
coverage,C01288,Added,,,
grades,G057-06,Added,,,
grades,G001-107,Added,,,
grades,G014-10,Added,,,
grades,G031-26,Added,,,
grades,G012-05,Added,,,
grades,G031-27,Added,,,
grades,G001-108,Added,,,
grades,G020-46,Added,,,
grades,G020-47,Added,,,
grades,G138-02,Added,,,
grades,G030-07,Added,,,
grades,G030-08,Added,,,
grades,G016-04,Added,,,
grades,G001-109,Added,,,
grades,G001-110,Added,,,
grades,G001-111,Added,,,
grades,G008-15,Added,,,
grades,G001-112,Added,,,
grades,G027-33,Added,,,
grades,G039-51,Added,,,
measurements,V003544,Edited,Post-processing,Not published,As printed
measurements,V003544,Edited,Post-processing state,not-stated,as-printed
measurements,V003544,Edited,Notes,"Added 2026-09-19 (m57-batch-b04-polymaker): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-19 (m57-batch-b04-polymaker): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Corrected 2026-09-20 (m89-vicat-as-printed) against the source: the sheet prints ""(as printed)"" on the line under this row, as it prints ""(annealed)"" on the same line as the 148.3 °C beside it"
measurements,V008163,Added,,,
measurements,V008164,Added,,,
measurements,V008165,Added,,,
measurements,V008166,Added,,,
measurements,V008167,Added,,,
measurements,V008168,Added,,,
measurements,V008169,Added,,,
measurements,V008170,Added,,,
measurements,V008171,Added,,,
measurements,V008172,Added,,,
measurements,V008173,Added,,,
measurements,V008174,Added,,,
measurements,V008175,Added,,,
measurements,V008176,Added,,,
measurements,V008177,Added,,,
measurements,V008178,Added,,,
measurements,V008179,Added,,,
measurements,V008180,Added,,,
measurements,V008181,Added,,,
measurements,V008182,Added,,,
measurements,V008183,Added,,,
measurements,V008184,Added,,,
measurements,V008185,Added,,,
measurements,V008186,Added,,,
measurements,V008187,Added,,,
measurements,V008188,Added,,,
measurements,V008189,Added,,,
measurements,V008190,Added,,,
measurements,V008191,Added,,,
measurements,V008192,Added,,,
measurements,V008193,Added,,,
measurements,V008194,Added,,,
measurements,V008195,Added,,,
measurements,V008196,Added,,,
measurements,V008197,Added,,,
measurements,V008198,Added,,,
measurements,V008199,Added,,,
measurements,V008200,Added,,,
measurements,V008201,Added,,,
measurements,V008202,Added,,,
measurements,V008203,Added,,,
measurements,V008204,Added,,,
measurements,V008205,Added,,,
measurements,V008206,Added,,,
measurements,V008207,Added,,,
measurements,V008208,Added,,,
measurements,V008209,Added,,,
measurements,V008210,Added,,,
measurements,V008211,Added,,,
measurements,V008212,Added,,,
measurements,V008213,Added,,,
measurements,V008214,Added,,,
measurements,V008215,Added,,,
measurements,V008216,Added,,,
measurements,V008217,Added,,,
measurements,V008218,Added,,,
measurements,V008219,Added,,,
measurements,V008220,Added,,,
measurements,V008221,Added,,,
measurements,V008222,Added,,,
measurements,V008223,Added,,,
measurements,V008224,Added,,,
measurements,V008225,Added,,,
measurements,V008226,Added,,,
measurements,V008227,Added,,,
measurements,V008228,Added,,,
measurements,V008229,Added,,,
measurements,V008230,Added,,,
measurements,V008231,Added,,,
measurements,V008232,Added,,,
measurements,V008233,Added,,,
measurements,V008234,Added,,,
measurements,V008235,Added,,,
measurements,V008236,Added,,,
measurements,V008237,Added,,,
measurements,V008238,Added,,,
measurements,V008239,Added,,,
measurements,V008240,Added,,,
measurements,V008241,Added,,,
measurements,V008242,Added,,,
measurements,V008243,Added,,,
measurements,V008244,Added,,,
measurements,V008245,Added,,,
measurements,V008246,Added,,,
measurements,V008247,Added,,,
measurements,V008248,Added,,,
measurements,V008249,Added,,,
measurements,V008250,Added,,,
measurements,V008251,Added,,,
measurements,V008252,Added,,,
measurements,V008253,Added,,,
measurements,V008254,Added,,,
measurements,V008255,Added,,,
measurements,V008256,Added,,,
measurements,V008257,Added,,,
measurements,V008258,Added,,,
measurements,V008259,Added,,,
measurements,V008260,Added,,,
measurements,V008261,Added,,,
measurements,V008262,Added,,,
measurements,V008263,Added,,,
measurements,V008264,Added,,,
measurements,V008265,Added,,,
measurements,V008266,Added,,,
measurements,V008267,Added,,,
measurements,V008268,Added,,,
measurements,V008269,Added,,,
measurements,V008270,Added,,,
measurements,V008271,Added,,,
measurements,V008272,Added,,,
measurements,V008273,Added,,,
measurements,V008274,Added,,,
measurements,V008275,Added,,,
measurements,V008276,Added,,,
measurements,V008277,Added,,,
measurements,V008278,Added,,,
measurements,V008279,Added,,,
measurements,V008280,Added,,,
measurements,V008281,Added,,,
measurements,V008282,Added,,,
measurements,V008283,Added,,,
measurements,V008284,Added,,,
measurements,V008285,Added,,,
measurements,V008286,Added,,,
measurements,V008287,Added,,,
measurements,V008288,Added,,,
measurements,V008289,Added,,,
measurements,V008290,Added,,,
measurements,V008291,Added,,,
measurements,V008292,Added,,,
measurements,V008293,Added,,,
measurements,V008294,Added,,,
measurements,V008295,Added,,,
measurements,V008296,Added,,,
measurements,V008297,Added,,,
measurements,V008298,Added,,,
measurements,V008299,Added,,,
measurements,V008300,Added,,,
measurements,V008301,Added,,,
measurements,V008302,Added,,,
measurements,V008303,Added,,,
measurements,V008304,Added,,,
measurements,V008305,Added,,,
measurements,V008306,Added,,,
